PID,Trial,Condition,Measure,Response
89,1,Mismatched Hand,Resemblance,2.0
89,2,Matched Hand,Resemblance,-1.0
89,3,Alien Hand,Resemblance,-3.0
89,4,Mismatched Hand,Resemblance,2.0
89,5,Matched Hand,Resemblance,-1.0
89,6,Alien Hand,Resemblance,-3.0
89,7,Mismatched Hand,Resemblance,2.0
89,8,Matched Hand,Resemblance,-1.0
89,9,Alien Hand,Resemblance,-3.0
90,1,Alien Hand,Resemblance,-1.0
90,2,Matched Hand,Resemblance,-2.0
90,3,Mismatched Hand,Resemblance,2.0
90,4,Alien Hand,Resemblance,-2.0
90,5,Matched Hand,Resemblance,-2.0
90,6,Mismatched Hand,Resemblance,2.0
90,7,Alien Hand,Resemblance,-2.0
90,8,Matched Hand,Resemblance,-1.0
90,9,Mismatched Hand,Resemblance,1.0
91,1,Mismatched Hand,Resemblance,2.0
91,2,Alien Hand,Resemblance,-2.0
91,3,Matched Hand,Resemblance,3.0
91,4,Mismatched Hand,Resemblance,2.0
91,5,Alien Hand,Resemblance,-3.0
91,6,Matched Hand,Resemblance,3.0
91,7,Mismatched Hand,Resemblance,-3.0
91,8,Alien Hand,Resemblance,-3.0
91,9,Matched Hand,Resemblance,3.0
92,1,Alien Hand,Resemblance,-1.0
92,2,Matched Hand,Resemblance,1.0
92,3,Mismatched Hand,Resemblance,-1.0
92,4,Alien Hand,Resemblance,-1.0
92,5,Matched Hand,Resemblance,0.0
92,6,Mismatched Hand,Resemblance,-1.0
92,7,Alien Hand,Resemblance,-2.0
92,8,Matched Hand,Resemblance,-1.0
92,9,Mismatched Hand,Resemblance,-2.0
93,1,Mismatched Hand,Resemblance,-1.0
93,2,Matched Hand,Resemblance,2.0
93,3,Alien Hand,Resemblance,-3.0
93,4,Mismatched Hand,Resemblance,-1.0
93,5,Matched Hand,Resemblance,3.0
93,6,Alien Hand,Resemblance,-3.0
93,7,Mismatched Hand,Resemblance,-1.0
93,8,Matched Hand,Resemblance,2.0
93,9,Alien Hand,Resemblance,-3.0
94,1,Alien Hand,Resemblance,0.0
94,2,Matched Hand,Resemblance,3.0
94,3,Mismatched Hand,Resemblance,-1.0
94,4,Alien Hand,Resemblance,-2.0
94,5,Matched Hand,Resemblance,1.0
94,6,Mismatched Hand,Resemblance,1.0
94,7,Alien Hand,Resemblance,-2.0
94,8,Matched Hand,Resemblance,2.0
94,9,Mismatched Hand,Resemblance,1.0
95,1,Mismatched Hand,Resemblance,2.0
95,2,Matched Hand,Resemblance,3.0
95,3,Alien Hand,Resemblance,-2.0
95,4,Mismatched Hand,Resemblance,1.0
95,5,Matched Hand,Resemblance,2.0
95,6,Alien Hand,Resemblance,-2.0
95,7,Mismatched Hand,Resemblance,-2.0
95,8,Matched Hand,Resemblance,3.0
95,9,Alien Hand,Resemblance,-3.0
96,1,Matched Hand,Resemblance,3.0
96,2,Mismatched Hand,Resemblance,-3.0
96,3,Alien Hand,Resemblance,-3.0
96,4,Matched Hand,Resemblance,3.0
96,5,Mismatched Hand,Resemblance,-3.0
96,6,Alien Hand,Resemblance,0.0
96,7,Matched Hand,Resemblance,1.0
96,8,Mismatched Hand,Resemblance,0.0
96,9,Alien Hand,Resemblance,0.0
97,1,Matched Hand,Resemblance,2.0
97,2,Alien Hand,Resemblance,-3.0
97,3,Mismatched Hand,Resemblance,1.0
97,4,Matched Hand,Resemblance,3.0
97,5,Alien Hand,Resemblance,-3.0
97,6,Mismatched Hand,Resemblance,1.0
97,7,Matched Hand,Resemblance,2.0
97,8,Alien Hand,Resemblance,-3.0
97,9,Mismatched Hand,Resemblance,1.0
98,1,Alien Hand,Resemblance,2.0
98,2,Mismatched Hand,Resemblance,3.0
98,3,Matched Hand,Resemblance,-3.0
98,4,Alien Hand,Resemblance,-1.0
98,5,Mismatched Hand,Resemblance,2.0
98,6,Matched Hand,Resemblance,2.0
98,7,Alien Hand,Resemblance,-2.0
98,8,Mismatched Hand,Resemblance,2.0
98,9,Matched Hand,Resemblance,2.0
99,1,Matched Hand,Resemblance,1.0
99,2,Alien Hand,Resemblance,-2.0
99,3,Mismatched Hand,Resemblance,0.0
99,4,Matched Hand,Resemblance,2.0
99,5,Alien Hand,Resemblance,-1.0
99,6,Mismatched Hand,Resemblance,0.0
99,7,Matched Hand,Resemblance,2.0
99,8,Alien Hand,Resemblance,-1.0
99,9,Mismatched Hand,Resemblance,0.0
100,1,Matched Hand,Resemblance,-1.0
100,2,Mismatched Hand,Resemblance,-3.0
100,3,Alien Hand,Resemblance,-2.0
100,4,Matched Hand,Resemblance,-1.0
100,5,Mismatched Hand,Resemblance,1.0
100,6,Alien Hand,Resemblance,-3.0
100,7,Matched Hand,Resemblance,1.0
100,8,Mismatched Hand,Resemblance,-2.0
100,9,Alien Hand,Resemblance,-3.0
101,1,Matched Hand,Resemblance,0.0
101,2,Mismatched Hand,Resemblance,2.0
101,3,Alien Hand,Resemblance,-3.0
101,4,Matched Hand,Resemblance,0.0
101,5,Mismatched Hand,Resemblance,3.0
101,6,Alien Hand,Resemblance,3.0
101,7,Matched Hand,Resemblance,3.0
101,8,Mismatched Hand,Resemblance,3.0
101,9,Alien Hand,Resemblance,-3.0
102,1,Alien Hand,Resemblance,-1.0
102,2,Mismatched Hand,Resemblance,-3.0
102,3,Matched Hand,Resemblance,1.0
102,4,Alien Hand,Resemblance,-3.0
102,5,Mismatched Hand,Resemblance,1.0
102,6,Matched Hand,Resemblance,0.0
102,7,Alien Hand,Resemblance,-2.0
102,8,Mismatched Hand,Resemblance,-2.0
102,9,Matched Hand,Resemblance,2.0
103,1,Alien Hand,Resemblance,-1.0
103,2,Matched Hand,Resemblance,3.0
103,3,Mismatched Hand,Resemblance,3.0
103,4,Alien Hand,Resemblance,3.0
103,5,Matched Hand,Resemblance,3.0
103,6,Mismatched Hand,Resemblance,3.0
103,7,Alien Hand,Resemblance,-2.0
103,8,Matched Hand,Resemblance,3.0
103,9,Mismatched Hand,Resemblance,3.0
104,1,Matched Hand,Resemblance,3.0
104,2,Alien Hand,Resemblance,-3.0
104,3,Mismatched Hand,Resemblance,2.0
104,4,Matched Hand,Resemblance,3.0
104,5,Alien Hand,Resemblance,-2.0
104,6,Mismatched Hand,Resemblance,2.0
104,7,Matched Hand,Resemblance,2.0
104,8,Alien Hand,Resemblance,-2.0
104,9,Mismatched Hand,Resemblance,3.0
105,1,Alien Hand,Resemblance,-1.0
105,2,Mismatched Hand,Resemblance,-2.0
105,3,Matched Hand,Resemblance,1.0
105,4,Alien Hand,Resemblance,-2.0
105,5,Mismatched Hand,Resemblance,-2.0
105,6,Matched Hand,Resemblance,2.0
105,7,Alien Hand,Resemblance,-2.0
105,8,Mismatched Hand,Resemblance,-2.0
105,9,Matched Hand,Resemblance,2.0
106,1,Alien Hand,Resemblance,3.0
106,2,Mismatched Hand,Resemblance,2.0
106,3,Matched Hand,Resemblance,3.0
106,4,Alien Hand,Resemblance,-1.0
106,5,Mismatched Hand,Resemblance,2.0
106,6,Matched Hand,Resemblance,3.0
106,7,Alien Hand,Resemblance,-1.0
106,8,Mismatched Hand,Resemblance,2.0
106,9,Matched Hand,Resemblance,3.0
107,1,Matched Hand,Resemblance,1.0
107,2,Mismatched Hand,Resemblance,-2.0
107,3,Alien Hand,Resemblance,-2.0
107,4,Matched Hand,Resemblance,1.0
107,5,Mismatched Hand,Resemblance,-2.0
107,6,Alien Hand,Resemblance,-3.0
107,7,Matched Hand,Resemblance,2.0
107,8,Mismatched Hand,Resemblance,-2.0
107,9,Alien Hand,Resemblance,-3.0
108,1,Mismatched Hand,Resemblance,2.0
108,2,Matched Hand,Resemblance,2.0
108,3,Alien Hand,Resemblance,-1.0
108,4,Mismatched Hand,Resemblance,1.0
108,5,Matched Hand,Resemblance,2.0
108,6,Alien Hand,Resemblance,0.0
108,7,Mismatched Hand,Resemblance,0.0
108,8,Matched Hand,Resemblance,1.0
108,9,Alien Hand,Resemblance,0.0
109,1,Matched Hand,Resemblance,-1.0
109,2,Alien Hand,Resemblance,-3.0
109,3,Mismatched Hand,Resemblance,0.0
109,4,Matched Hand,Resemblance,-1.0
109,5,Alien Hand,Resemblance,-3.0
109,6,Mismatched Hand,Resemblance,1.0
109,7,Matched Hand,Resemblance,-1.0
109,8,Alien Hand,Resemblance,-2.0
109,9,Mismatched Hand,Resemblance,1.0
110,1,Alien Hand,Resemblance,2.0
110,2,Matched Hand,Resemblance,3.0
110,3,Mismatched Hand,Resemblance,2.0
110,4,Alien Hand,Resemblance,2.0
110,5,Matched Hand,Resemblance,3.0
110,6,Mismatched Hand,Resemblance,3.0
110,7,Alien Hand,Resemblance,2.0
110,8,Matched Hand,Resemblance,3.0
110,9,Mismatched Hand,Resemblance,2.0
111,1,Matched Hand,Resemblance,2.0
111,2,Mismatched Hand,Resemblance,1.0
111,3,Alien Hand,Resemblance,-3.0
111,4,Matched Hand,Resemblance,2.0
111,5,Mismatched Hand,Resemblance,3.0
111,6,Alien Hand,Resemblance,-2.0
111,7,Matched Hand,Resemblance,2.0
111,8,Mismatched Hand,Resemblance,3.0
111,9,Alien Hand,Resemblance,1.0
112,1,Alien Hand,Resemblance,-1.0
112,2,Mismatched Hand,Resemblance,0.0
112,3,Matched Hand,Resemblance,3.0
112,4,Alien Hand,Resemblance,-1.0
112,5,Mismatched Hand,Resemblance,3.0
112,6,Matched Hand,Resemblance,3.0
112,7,Alien Hand,Resemblance,-1.0
112,8,Mismatched Hand,Resemblance,3.0
112,9,Matched Hand,Resemblance,3.0
113,1,Mismatched Hand,Resemblance,-2.0
113,2,Alien Hand,Resemblance,-3.0
113,3,Matched Hand,Resemblance,2.0
113,4,Mismatched Hand,Resemblance,-1.0
113,5,Alien Hand,Resemblance,-2.0
113,6,Matched Hand,Resemblance,3.0
113,7,Mismatched Hand,Resemblance,-1.0
113,8,Alien Hand,Resemblance,-3.0
113,9,Matched Hand,Resemblance,3.0
114,1,Matched Hand,Resemblance,2.0
114,2,Alien Hand,Resemblance,-1.0
114,3,Mismatched Hand,Resemblance,1.0
114,4,Matched Hand,Resemblance,1.0
114,5,Alien Hand,Resemblance,-1.0
114,6,Mismatched Hand,Resemblance,1.0
114,7,Matched Hand,Resemblance,2.0
114,8,Alien Hand,Resemblance,-1.0
114,9,Mismatched Hand,Resemblance,1.0
115,1,Mismatched Hand,Resemblance,-2.0
115,2,Matched Hand,Resemblance,1.0
115,3,Alien Hand,Resemblance,2.0
115,4,Mismatched Hand,Resemblance,-2.0
115,5,Matched Hand,Resemblance,2.0
115,6,Alien Hand,Resemblance,0.0
115,7,Mismatched Hand,Resemblance,-2.0
115,8,Matched Hand,Resemblance,1.0
115,9,Alien Hand,Resemblance,1.0
116,1,Mismatched Hand,Resemblance,2.0
116,2,Alien Hand,Resemblance,1.0
116,3,Matched Hand,Resemblance,3.0
116,4,Mismatched Hand,Resemblance,1.0
116,5,Alien Hand,Resemblance,-2.0
116,6,Matched Hand,Resemblance,3.0
116,7,Mismatched Hand,Resemblance,-1.0
116,8,Alien Hand,Resemblance,1.0
116,9,Matched Hand,Resemblance,3.0
117,1,Matched Hand,Resemblance,3.0
117,2,Alien Hand,Resemblance,-3.0
117,3,Mismatched Hand,Resemblance,3.0
117,4,Matched Hand,Resemblance,3.0
117,5,Alien Hand,Resemblance,-3.0
117,6,Mismatched Hand,Resemblance,3.0
117,7,Matched Hand,Resemblance,3.0
117,8,Alien Hand,Resemblance,-3.0
117,9,Mismatched Hand,Resemblance,3.0
118,1,Matched Hand,Resemblance,1.0
118,2,Mismatched Hand,Resemblance,-3.0
118,3,Alien Hand,Resemblance,-3.0
118,4,Matched Hand,Resemblance,0.0
118,5,Mismatched Hand,Resemblance,-3.0
118,6,Alien Hand,Resemblance,-3.0
118,7,Matched Hand,Resemblance,1.0
118,8,Mismatched Hand,Resemblance,-2.0
118,9,Alien Hand,Resemblance,-3.0
119,1,Matched Hand,Resemblance,2.0
119,2,Alien Hand,Resemblance,-3.0
119,3,Mismatched Hand,Resemblance,1.0
119,4,Matched Hand,Resemblance,3.0
119,5,Alien Hand,Resemblance,-3.0
119,6,Mismatched Hand,Resemblance,1.0
119,7,Matched Hand,Resemblance,3.0
119,8,Alien Hand,Resemblance,-3.0
119,9,Mismatched Hand,Resemblance,1.0
120,1,Alien Hand,Resemblance,-1.0
120,2,Matched Hand,Resemblance,2.0
120,3,Mismatched Hand,Resemblance,-3.0
120,4,Alien Hand,Resemblance,-3.0
120,5,Matched Hand,Resemblance,2.0
120,6,Mismatched Hand,Resemblance,-3.0
120,7,Alien Hand,Resemblance,-3.0
120,8,Matched Hand,Resemblance,-1.0
120,9,Mismatched Hand,Resemblance,-3.0
9,1,Mismatched Hand,HQ0,1.0
9,2,Alien Hand,HQ0,1.0
9,3,Matched Hand,HQ0,1.0
9,4,Mismatched Hand,HQ0,3.0
9,5,Alien Hand,HQ0,-1.0
9,6,Matched Hand,HQ0,3.0
9,7,Mismatched Hand,HQ0,3.0
9,8,Alien Hand,HQ0,-3.0
9,9,Matched Hand,HQ0,3.0
10,1,Matched Hand,HQ0,3.0
10,2,Alien Hand,HQ0,3.0
10,3,Mismatched Hand,HQ0,3.0
10,4,Matched Hand,HQ0,3.0
10,5,Alien Hand,HQ0,0.0
10,6,Mismatched Hand,HQ0,3.0
10,7,Matched Hand,HQ0,3.0
10,8,Alien Hand,HQ0,0.0
10,9,Mismatched Hand,HQ0,3.0
11,1,Matched Hand,HQ0,2.0
11,2,Mismatched Hand,HQ0,2.0
11,3,Alien Hand,HQ0,1.0
11,4,Matched Hand,HQ0,-3.0
11,5,Mismatched Hand,HQ0,1.0
11,6,Alien Hand,HQ0,1.0
11,7,Matched Hand,HQ0,3.0
11,8,Mismatched Hand,HQ0,3.0
11,9,Alien Hand,HQ0,2.0
12,1,Alien Hand,HQ0,-1.0
12,2,Mismatched Hand,HQ0,1.0
12,3,Matched Hand,HQ0,2.0
12,4,Alien Hand,HQ0,-1.0
12,5,Mismatched Hand,HQ0,-3.0
12,6,Matched Hand,HQ0,2.0
12,7,Alien Hand,HQ0,-3.0
12,8,Mismatched Hand,HQ0,2.0
12,9,Matched Hand,HQ0,2.0
13,1,Matched Hand,HQ0,1.0
13,2,Alien Hand,HQ0,2.0
13,3,Mismatched Hand,HQ0,1.0
13,4,Matched Hand,HQ0,1.0
13,5,Alien Hand,HQ0,1.0
13,6,Mismatched Hand,HQ0,2.0
13,7,Matched Hand,HQ0,3.0
13,8,Alien Hand,HQ0,1.0
13,9,Mismatched Hand,HQ0,2.0
14,1,Alien Hand,HQ0,2.0
14,2,Mismatched Hand,HQ0,1.0
14,3,Matched Hand,HQ0,2.0
14,4,Alien Hand,HQ0,0.0
14,5,Mismatched Hand,HQ0,1.0
14,6,Matched Hand,HQ0,2.0
14,7,Alien Hand,HQ0,0.0
14,8,Mismatched Hand,HQ0,1.0
14,9,Matched Hand,HQ0,2.0
15,1,Matched Hand,HQ0,2.0
15,2,Alien Hand,HQ0,-1.0
15,3,Mismatched Hand,HQ0,3.0
15,4,Matched Hand,HQ0,3.0
15,5,Alien Hand,HQ0,-2.0
15,6,Mismatched Hand,HQ0,3.0
15,7,Matched Hand,HQ0,3.0
15,8,Alien Hand,HQ0,-2.0
15,9,Mismatched Hand,HQ0,3.0
16,1,Matched Hand,HQ0,3.0
16,2,Alien Hand,HQ0,3.0
16,3,Mismatched Hand,HQ0,3.0
16,4,Matched Hand,HQ0,3.0
16,5,Alien Hand,HQ0,3.0
16,6,Mismatched Hand,HQ0,3.0
16,7,Matched Hand,HQ0,3.0
16,8,Alien Hand,HQ0,3.0
16,9,Mismatched Hand,HQ0,3.0
17,1,Alien Hand,HQ0,-3.0
17,2,Mismatched Hand,HQ0,3.0
17,3,Matched Hand,HQ0,-2.0
17,4,Alien Hand,HQ0,3.0
17,5,Mismatched Hand,HQ0,3.0
17,6,Matched Hand,HQ0,2.0
17,7,Alien Hand,HQ0,1.0
17,8,Mismatched Hand,HQ0,2.0
17,9,Matched Hand,HQ0,3.0
18,1,Mismatched Hand,HQ0,3.0
18,2,Matched Hand,HQ0,1.0
18,3,Alien Hand,HQ0,1.0
18,4,Mismatched Hand,HQ0,2.0
18,5,Matched Hand,HQ0,0.0
18,6,Alien Hand,HQ0,0.0
18,7,Mismatched Hand,HQ0,0.0
18,8,Matched Hand,HQ0,1.0
18,9,Alien Hand,HQ0,1.0
19,1,Mismatched Hand,HQ0,1.0
19,2,Alien Hand,HQ0,1.0
19,3,Matched Hand,HQ0,1.0
19,4,Mismatched Hand,HQ0,2.0
19,5,Alien Hand,HQ0,1.0
19,6,Matched Hand,HQ0,2.0
19,7,Mismatched Hand,HQ0,2.0
19,8,Alien Hand,HQ0,2.0
19,9,Matched Hand,HQ0,2.0
20,1,Matched Hand,HQ0,0.0
20,2,Mismatched Hand,HQ0,1.0
20,3,Alien Hand,HQ0,2.0
20,4,Matched Hand,HQ0,-2.0
20,5,Mismatched Hand,HQ0,1.0
20,6,Alien Hand,HQ0,1.0
20,7,Matched Hand,HQ0,-1.0
20,8,Mismatched Hand,HQ0,1.0
20,9,Alien Hand,HQ0,0.0
21,1,Alien Hand,HQ0,2.0
21,2,Mismatched Hand,HQ0,2.0
21,3,Matched Hand,HQ0,3.0
21,4,Alien Hand,HQ0,-2.0
21,5,Mismatched Hand,HQ0,2.0
21,6,Matched Hand,HQ0,3.0
21,7,Alien Hand,HQ0,0.0
21,8,Mismatched Hand,HQ0,2.0
21,9,Matched Hand,HQ0,3.0
22,1,Matched Hand,HQ0,0.0
22,2,Mismatched Hand,HQ0,-3.0
22,3,Alien Hand,HQ0,3.0
22,4,Matched Hand,HQ0,3.0
22,5,Mismatched Hand,HQ0,2.0
22,6,Alien Hand,HQ0,3.0
22,7,Matched Hand,HQ0,0.0
22,8,Mismatched Hand,HQ0,-1.0
22,9,Alien Hand,HQ0,-3.0
23,1,Matched Hand,HQ0,2.0
23,2,Alien Hand,HQ0,3.0
23,3,Mismatched Hand,HQ0,3.0
23,4,Matched Hand,HQ0,3.0
23,5,Alien Hand,HQ0,3.0
23,6,Mismatched Hand,HQ0,2.0
23,7,Matched Hand,HQ0,3.0
23,8,Alien Hand,HQ0,0.0
23,9,Mismatched Hand,HQ0,2.0
24,1,Alien Hand,HQ0,-1.0
24,2,Mismatched Hand,HQ0,2.0
24,3,Matched Hand,HQ0,2.0
24,4,Alien Hand,HQ0,0.0
24,5,Mismatched Hand,HQ0,3.0
24,6,Matched Hand,HQ0,-1.0
24,7,Alien Hand,HQ0,1.0
24,8,Mismatched Hand,HQ0,2.0
24,9,Matched Hand,HQ0,1.0
25,1,Matched Hand,HQ0,3.0
25,2,Alien Hand,HQ0,2.0
25,3,Mismatched Hand,HQ0,2.0
25,4,Matched Hand,HQ0,2.0
25,5,Alien Hand,HQ0,0.0
25,6,Mismatched Hand,HQ0,3.0
25,7,Matched Hand,HQ0,3.0
25,8,Alien Hand,HQ0,-1.0
25,9,Mismatched Hand,HQ0,2.0
26,1,Mismatched Hand,HQ0,0.0
26,2,Matched Hand,HQ0,3.0
26,3,Alien Hand,HQ0,2.0
26,4,Mismatched Hand,HQ0,3.0
26,5,Matched Hand,HQ0,3.0
26,6,Alien Hand,HQ0,1.0
26,7,Mismatched Hand,HQ0,3.0
26,8,Matched Hand,HQ0,3.0
26,9,Alien Hand,HQ0,1.0
27,1,Alien Hand,HQ0,2.0
27,2,Mismatched Hand,HQ0,2.0
27,3,Matched Hand,HQ0,1.0
27,4,Alien Hand,HQ0,1.0
27,5,Mismatched Hand,HQ0,0.0
27,6,Matched Hand,HQ0,1.0
27,7,Alien Hand,HQ0,1.0
27,8,Mismatched Hand,HQ0,0.0
27,9,Matched Hand,HQ0,1.0
28,1,Alien Hand,HQ0,2.0
28,2,Mismatched Hand,HQ0,2.0
28,3,Matched Hand,HQ0,3.0
28,4,Alien Hand,HQ0,2.0
28,5,Mismatched Hand,HQ0,1.0
28,6,Matched Hand,HQ0,1.0
28,7,Alien Hand,HQ0,1.0
28,8,Mismatched Hand,HQ0,0.0
28,9,Matched Hand,HQ0,1.0
29,1,Matched Hand,HQ0,2.0
29,2,Mismatched Hand,HQ0,1.0
29,3,Alien Hand,HQ0,2.0
29,4,Matched Hand,HQ0,1.0
29,5,Mismatched Hand,HQ0,1.0
29,6,Alien Hand,HQ0,-3.0
29,7,Matched Hand,HQ0,-2.0
29,8,Mismatched Hand,HQ0,-3.0
29,9,Alien Hand,HQ0,-3.0
30,1,Matched Hand,HQ0,1.0
30,2,Mismatched Hand,HQ0,-1.0
30,3,Alien Hand,HQ0,-1.0
30,4,Matched Hand,HQ0,1.0
30,5,Mismatched Hand,HQ0,1.0
30,6,Alien Hand,HQ0,-1.0
30,7,Matched Hand,HQ0,1.0
30,8,Mismatched Hand,HQ0,2.0
30,9,Alien Hand,HQ0,-1.0
31,1,Mismatched Hand,HQ0,2.0
31,2,Alien Hand,HQ0,-3.0
31,3,Matched Hand,HQ0,-1.0
31,4,Mismatched Hand,HQ0,3.0
31,5,Alien Hand,HQ0,2.0
31,6,Matched Hand,HQ0,3.0
31,7,Mismatched Hand,HQ0,1.0
31,8,Alien Hand,HQ0,3.0
31,9,Matched Hand,HQ0,2.0
32,1,Mismatched Hand,HQ0,1.0
32,2,Matched Hand,HQ0,0.0
32,3,Alien Hand,HQ0,-2.0
32,4,Mismatched Hand,HQ0,0.0
32,5,Matched Hand,HQ0,2.0
32,6,Alien Hand,HQ0,-1.0
32,7,Mismatched Hand,HQ0,1.0
32,8,Matched Hand,HQ0,1.0
32,9,Alien Hand,HQ0,1.0
33,1,Matched Hand,HQ0,-2.0
33,2,Alien Hand,HQ0,0.0
33,3,Mismatched Hand,HQ0,0.0
33,4,Matched Hand,HQ0,1.0
33,5,Alien Hand,HQ0,1.0
33,6,Mismatched Hand,HQ0,2.0
33,7,Matched Hand,HQ0,1.0
33,8,Alien Hand,HQ0,1.0
33,9,Mismatched Hand,HQ0,2.0
34,1,Matched Hand,HQ0,3.0
34,2,Mismatched Hand,HQ0,1.0
34,3,Alien Hand,HQ0,-3.0
34,4,Matched Hand,HQ0,2.0
34,5,Mismatched Hand,HQ0,-3.0
34,6,Alien Hand,HQ0,0.0
34,7,Matched Hand,HQ0,2.0
34,8,Mismatched Hand,HQ0,2.0
34,9,Alien Hand,HQ0,-2.0
35,1,Alien Hand,HQ0,-1.0
35,2,Matched Hand,HQ0,3.0
35,3,Mismatched Hand,HQ0,3.0
35,4,Alien Hand,HQ0,0.0
35,5,Matched Hand,HQ0,3.0
35,6,Mismatched Hand,HQ0,3.0
35,7,Alien Hand,HQ0,0.0
35,8,Matched Hand,HQ0,3.0
35,9,Mismatched Hand,HQ0,3.0
36,1,Matched Hand,HQ0,2.0
36,2,Mismatched Hand,HQ0,1.0
36,3,Alien Hand,HQ0,1.0
36,4,Matched Hand,HQ0,1.0
36,5,Mismatched Hand,HQ0,1.0
36,6,Alien Hand,HQ0,0.0
36,7,Matched Hand,HQ0,1.0
36,8,Mismatched Hand,HQ0,1.0
36,9,Alien Hand,HQ0,1.0
37,1,Alien Hand,HQ0,1.0
37,2,Matched Hand,HQ0,1.0
37,3,Mismatched Hand,HQ0,1.0
37,4,Alien Hand,HQ0,-3.0
37,5,Matched Hand,HQ0,1.0
37,6,Mismatched Hand,HQ0,2.0
37,7,Alien Hand,HQ0,-3.0
37,8,Matched Hand,HQ0,2.0
37,9,Mismatched Hand,HQ0,2.0
38,1,Mismatched Hand,HQ0,2.0
38,2,Matched Hand,HQ0,1.0
38,3,Alien Hand,HQ0,1.0
38,4,Mismatched Hand,HQ0,2.0
38,5,Matched Hand,HQ0,2.0
38,6,Alien Hand,HQ0,1.0
38,7,Mismatched Hand,HQ0,2.0
38,8,Matched Hand,HQ0,2.0
38,9,Alien Hand,HQ0,1.0
39,1,Matched Hand,HQ0,1.0
39,2,Mismatched Hand,HQ0,2.0
39,3,Alien Hand,HQ0,2.0
39,4,Matched Hand,HQ0,2.0
39,5,Mismatched Hand,HQ0,2.0
39,6,Alien Hand,HQ0,2.0
39,7,Matched Hand,HQ0,2.0
39,8,Mismatched Hand,HQ0,2.0
39,9,Alien Hand,HQ0,-3.0
40,1,Alien Hand,HQ0,2.0
40,2,Mismatched Hand,HQ0,3.0
40,3,Matched Hand,HQ0,1.0
40,4,Alien Hand,HQ0,2.0
40,5,Mismatched Hand,HQ0,2.0
40,6,Matched Hand,HQ0,2.0
40,7,Alien Hand,HQ0,-1.0
40,8,Mismatched Hand,HQ0,2.0
40,9,Matched Hand,HQ0,2.0
41,1,Mismatched Hand,HQ0,2.0
41,2,Matched Hand,HQ0,2.0
41,3,Alien Hand,HQ0,2.0
41,4,Mismatched Hand,HQ0,2.0
41,5,Matched Hand,HQ0,3.0
41,6,Alien Hand,HQ0,2.0
41,7,Mismatched Hand,HQ0,1.0
41,8,Matched Hand,HQ0,2.0
41,9,Alien Hand,HQ0,1.0
42,1,Alien Hand,HQ0,1.0
42,2,Matched Hand,HQ0,1.0
42,3,Mismatched Hand,HQ0,1.0
42,4,Alien Hand,HQ0,1.0
42,5,Matched Hand,HQ0,1.0
42,6,Mismatched Hand,HQ0,1.0
42,7,Alien Hand,HQ0,-1.0
42,8,Matched Hand,HQ0,1.0
42,9,Mismatched Hand,HQ0,1.0
43,1,Matched Hand,HQ0,2.0
43,2,Alien Hand,HQ0,1.0
43,3,Mismatched Hand,HQ0,2.0
43,4,Matched Hand,HQ0,2.0
43,5,Alien Hand,HQ0,1.0
43,6,Mismatched Hand,HQ0,1.0
43,7,Matched Hand,HQ0,2.0
43,8,Alien Hand,HQ0,-1.0
43,9,Mismatched Hand,HQ0,2.0
44,1,Mismatched Hand,HQ0,-1.0
44,2,Matched Hand,HQ0,1.0
44,3,Alien Hand,HQ0,2.0
44,4,Mismatched Hand,HQ0,2.0
44,5,Matched Hand,HQ0,-1.0
44,6,Alien Hand,HQ0,-2.0
44,7,Mismatched Hand,HQ0,2.0
44,8,Matched Hand,HQ0,3.0
44,9,Alien Hand,HQ0,1.0
45,1,Matched Hand,HQ0,1.0
45,2,Mismatched Hand,HQ0,1.0
45,3,Alien Hand,HQ0,-3.0
45,4,Matched Hand,HQ0,1.0
45,5,Mismatched Hand,HQ0,0.0
45,6,Alien Hand,HQ0,-3.0
45,7,Matched Hand,HQ0,1.0
45,8,Mismatched Hand,HQ0,1.0
45,9,Alien Hand,HQ0,-3.0
46,1,Mismatched Hand,HQ0,2.0
46,2,Matched Hand,HQ0,2.0
46,3,Alien Hand,HQ0,2.0
46,4,Mismatched Hand,HQ0,2.0
46,5,Matched Hand,HQ0,1.0
46,6,Alien Hand,HQ0,1.0
46,7,Mismatched Hand,HQ0,2.0
46,8,Matched Hand,HQ0,2.0
46,9,Alien Hand,HQ0,1.0
47,1,Mismatched Hand,HQ0,0.0
47,2,Alien Hand,HQ0,2.0
47,3,Matched Hand,HQ0,2.0
47,4,Mismatched Hand,HQ0,2.0
47,5,Alien Hand,HQ0,2.0
47,6,Matched Hand,HQ0,2.0
47,7,Mismatched Hand,HQ0,2.0
47,8,Alien Hand,HQ0,3.0
47,9,Matched Hand,HQ0,3.0
48,1,Matched Hand,HQ0,0.0
48,2,Mismatched Hand,HQ0,1.0
48,3,Alien Hand,HQ0,1.0
48,4,Matched Hand,HQ0,3.0
48,5,Mismatched Hand,HQ0,2.0
48,6,Alien Hand,HQ0,-3.0
48,7,Matched Hand,HQ0,3.0
48,8,Mismatched Hand,HQ0,2.0
48,9,Alien Hand,HQ0,-3.0
49,1,Matched Hand,HQ0,2.0
49,2,Mismatched Hand,HQ0,2.0
49,3,Alien Hand,HQ0,3.0
49,4,Matched Hand,HQ0,2.0
49,5,Mismatched Hand,HQ0,3.0
49,6,Alien Hand,HQ0,1.0
